name,title,review,rating,rating_out_of,date
Jayant Rajdhar,Not worth. Don't fall for the other good reviews and product marketing.,"Doesn't even taste like honey. It tastes like jaggery syrup. The product received do not have the dark color like displayed here, what I received have pale yellow color.",1.0,5.0,2021-08-01
Lokesh,Genuine Product,"This is the second time purchase. Really superb, but only little costly.Original honey.",5.0,5.0,2021-07-31
RSP,Good itom,Good item.,4.0,5.0,2021-07-31
J.g.Arun Kumar,Very good product,It's pure honey and good quality,5.0,5.0,2021-07-31
Trinayan Kashyap,Raw and unfiltered,I like it,5.0,5.0,2021-07-31
Arun Surve,Very Nice,"Nice Flavor, Value for Money Product",5.0,5.0,2021-07-31
Zoonie,Must Have 💓,Delicious 😋,5.0,5.0,2021-07-30
Amazon Customer,Nice product,Good product and forest honey..,4.0,5.0,2021-07-30
Amar F K,From Gujarat,I have lots of good gujju friends apology to each of them but very difficult to belive due a big mouth so can't trust any product made from Gujarat or affiliated,1.0,5.0,2021-07-30
Pavan,Excellent,Exactly honey,5.0,5.0,2021-07-29
Amazon Customer,Faulty,Dislike. They make people fool. It is not organic honey or raw product.. not value for money,1.0,5.0,2021-07-29
Akshay Mehta,Best authentic real honey,The best honey i have had from more than a dozen different ones. This the real authentic honey.,5.0,5.0,2021-07-28
Vishal,Great product,Flavor  reminds me of my childhood days when my grandmother used to treat us with wild honey when I used to visit her place,5.0,5.0,2021-07-28
Yogendra Maarisetty,Honey is thick and Naturally tasty,And the product dealers called after the delivery and checked whether the product is delivered without any damage. I was happy with that.,5.0,5.0,2021-07-28
ASRAmazon Customer,Ok,Ok,3.0,5.0,2021-07-28
Vaibhav Singh,Good product,Good product,4.0,5.0,2021-07-28
Nimmy John,Good,Good product,5.0,5.0,2021-07-27
sairaghu,Service of this honey company is very good,Service of this honey company is very good,5.0,5.0,2021-07-27
R.C.Nair,A good product,I like it. This is a product that meets my expectations.,4.0,5.0,2021-07-27
Reginald,Seems true organic,Seems authentic. A little is enough to sweeten an dish. Makes one wonder the scam of what other general honey available in the market consists of.,5.0,5.0,2021-07-26
Juli Kumari,Please don't buy it,Don't buy it very bad product actually it is not honey I think it is melted sugar.They are making us fool.,1.0,5.0,2021-07-26
MANJUNATH,Very much disappointed,Not happy with this product.Honey is very very sweet and very thick.Original honey is not very sweet and very thick. Feel like solution of sugar,1.0,5.0,2021-07-26
Tanupriya Biswas,The product was really good,The product is 100% organic really tasety awesome product,5.0,5.0,2021-07-25
Jayalakshmi,Worth Buying,Worth Buying,5.0,5.0,2021-07-25
Rish,Pure organic honey,Pure organic honey worth every penny. It was just so nice and thick. Worth ordering.,5.0,5.0,2021-07-25
NOOR RUMAN AFIFA,Good,Satisfied,5.0,5.0,2021-07-25
Dr. Saurabh Chauhan,It's a best honey I have ever buy,Original and ethical,5.0,5.0,2021-07-25
Linlens,💖,👍✌👌,5.0,5.0,2021-07-24
"S, Sreedhar",Super,Super,4.0,5.0,2021-07-24
NARENDRA SINGH,Genuine,Thank you for this,5.0,5.0,2021-07-24
Amazon Customer,Not a so called raw and pure honey,"Ants never get attracted to pure honey.I forgot to pack bottle well one day and after sometime saw bottle full of ants. Surely this contains sugar.Also this is so thick honey, not even in hot temperature it becomes thin which is also a quality of honey.So I don't know what's worth in it and why so many good reviews about it.",2.0,5.0,2021-07-24
kshitish choudhary,Worst quality even poorer than patanjali honey,Those who have consumed raw honey ever in their life can easily know that it is not even honey at all. No matter how much certification you show on your product. Honey never freezes even in cold...but this product got frozen even at normal condition.It looks like mixture of sugar and jaggery. I don't know how this product has so much good reviews.,1.0,5.0,2021-07-24
Meri,Excellent Product,I am really impressed by Indigenous Honey and they way it was packaged and delivered. It is an excellent product.  The additional information sent helped me to understand what to expect with the product. The certifications showed this company's commitment to excellence. My only feedback is perhaps to find a way to reduce paper used to share information as well as to find a more environmentally friendly packaging for the product.,5.0,5.0,2021-07-24
Abhinaw Raj,Pure and good tasting honey,The honey is pure and tastes well.The honey received had a white foam layer on top which is acceptable for natural honey.Recommend the product.,4.0,5.0,2021-07-23
Sneha verma,Good purchase,Love the service the product is also authentic and the way its kept,5.0,5.0,2021-07-23
Ashim Chakraborty,Very good,Very good,5.0,5.0,2021-07-23
Rupesh W.,Different from other,Good,4.0,5.0,2021-07-23
ARVIND PANDEY,ITS ORIGINAL,Nice original taste.,5.0,5.0,2021-07-23
Priya,Very happy with the quality,Very good quality. Thick.,5.0,5.0,2021-07-23
manoj reddy,Pure,Best and pure honey,5.0,5.0,2021-07-23
Mita Das Gupta,Adulterated.,I bought the product after seeing the certificate. But after some days I saw ants are attracted and are in the bottle. I would not purchase this honey anymore. Waste of money.,2.0,5.0,2021-07-22
Kartik,Nice,Value for money,5.0,5.0,2021-07-22
Athisayaraj,It's not pure,It's good,5.0,5.0,2021-07-22
Amazon Customer,Just awesome,Just awesome. Never tasted anything so fresh.,5.0,5.0,2021-07-21
Baskaran.N,Never seen such good product .Thanks Amazon,I use with big onion juice very good product,5.0,5.0,2021-07-20
Preeti Agrawal,Tasty,it is organic tasty honey,5.0,5.0,2021-07-20
Amazon Customer,Lot of Suger added .,Not so impressive. Overpriced.,2.0,5.0,2021-07-20
Bijan kumar chaudhuri,Best honey of the decade with original taste and flavour Full,"Full utilisation of money, excellent flavour with nice scent",5.0,5.0,2021-07-20
Suvojit,Test and quality,If you use the commercial one and try this honey first time you will see the difference instantly. I have used the original honey recently that was found behind my house and then realised it is really original. And the brand already giving you all the nessessery documents. Yea I am Satisfied with this product,5.0,5.0,2021-07-20
Raju.n,Best in class,“Value for money” best in class.,5.0,5.0,2021-07-20
Pradeep A.,Thank you for the Raw Honey,Nice product and so many varieties looks good,4.0,5.0,2021-07-19
Ronak,Not pure,Please please please listen to me Dont buy !!!!This is not like honey very dirty it contains lots of impurities and make you sick don't buy,1.0,5.0,2021-07-18
Amazon Customer,Excellent Original Product,"The taste is good, original honey.",5.0,5.0,2021-07-18
Leslie Dsouza,NIce one,The honey is really good,5.0,5.0,2021-07-17
SaiKumarGoud,Good,Good and quality Honey,5.0,5.0,2021-07-17
Amcu 11,Excellent product,"Nothing less than excellent, the honey. Even the packaging is great. I have subscribed this product and am using it for more than 9 months now. I have subscribed 2 bottles every month. I use the honey along with lemon water.",5.0,5.0,2021-07-17
Geeta Singh,Not good,"I think it is not real or pure honey. Its so much sticky, not like pure honey  . After taste it not feel like i have tasted any good thing..",1.0,5.0,2021-07-17
Amazon Customer,"It's not honey, waste of money","It's not honey,. Waste of money",1.0,5.0,2021-07-17
KARTHICK T R,Original Honey,I using it for digestion improvement and it working well,5.0,5.0,2021-07-17
Amazon Customer,Authentic Honey,Authentic Honey,5.0,5.0,2021-07-17
Amazon Customer,Super thick honey,Honey quality is good,5.0,5.0,2021-07-16
Neeraj Verma,Deliciously thick. Best honey I have had.,Awesome.,5.0,5.0,2021-07-16
Amazon Customer,The best honey brand availabe,I have different types of honey from the market. This is the best I have come across. Beats all the other brands hands down. I have been subscribing to this product for the last couple of months and never felt disappointed. The other brands are either too liquidy or too sweet tasting like sugar syrup.I recommend everyone to give this product a try and you will thank me later..,5.0,5.0,2021-07-16
Amit Gh,Very Good,Very good quality … I had almost forgotten how honey should be!The other regular brands are so runny as compared to this.The packing is best in class … additional cost incurred by seller to make sure that glass does not break,5.0,5.0,2021-07-15
JAGANNATH SETHI,Sweeter in taste,The Honey is very thik. I have seen many Honey is little thinner.Generally honey is slightly peeper sweetened not sweetened like sugar.,4.0,5.0,2021-07-15
Ari,As pure as pure can get,"Definitely go for it! Love the honey. It’s as pure as pure can get. Worth it. Don’t think twice, if you’re looking for pure honey this should be your pick.",5.0,5.0,2021-07-15
Soundar,Honey and not a sugar syrup,"It's honey, honey :) not sugar syrup. I can tell you that.",5.0,5.0,2021-07-15
madhan,nice,good,5.0,5.0,2021-07-14
R. Nithya,Nise,Very good product,4.0,5.0,2021-07-14
monika rai,Purest honey,Absolutely unique honey I have ever tried. It's very thick and tastes best. Now I'm going to use this honey only,5.0,5.0,2021-07-13
Jawahar,Good. Pure product,Good. Pure honey. Value for money,5.0,5.0,2021-07-13
basil paul,100% Genuine Honey.. it has been tested and proved by me & a group of honey experts,"Further to previous feedback on this product... I regret to mention that I have received a set of samples from the producer.. and belong to agricultural business oriented family which also produce honey , I must say the samples taste more authentic than any other brands available in the market. My doubt regarding this honey was due to the consistency and thickness of the honey...however after testing it with a group of organic honey producers, I would like to mention that it is 100% genuine product.",5.0,5.0,2021-07-13
Jon,Pakage was good,"Three star for packaging, It was very good. But the product was not value for money.",3.0,5.0,2021-07-13
Prashant Kumar Singh,Value for your money,Just give raw and original flavour of honey,5.0,5.0,2021-07-13
Vipul,It's pure and thick. Worth the price,"Earlier I rated it 1 star as there was a white layer on honey. Then by talking to manufacturer and researching further I came to know that the white layer was due to its purity.. Also it will take 3 4 days to adept to the taste.. Now, I am the permanent customer of indigenous honey till they continue to provide raw and pure honey.",5.0,5.0,2021-07-13
NARENDRA,Nice product,Very nice product.,4.0,5.0,2021-07-13
Nimmala vasu,Thank you for product,Very good product  and i will order next time also.,5.0,5.0,2021-07-13
Disha Patel,Good honey,"Good and pure honey, packaging was very good",4.0,5.0,2021-07-13
pandu,Good,Good,4.0,5.0,2021-07-12
Amazon Customer,Authentic natural honey,Please go for this product . Really authentic and value for money. Specially liked their Product description guide along with the shipping.,5.0,5.0,2021-07-11
Maddy,Actually PURE unlike almost every other Brand,"In the past 5 years, I've bought honey from multiple brands and different places/outlets here in India(both online & offline).Aside from the honey that I had once bought from a remote village in a mountain in the Himalayas, this is the 2nd jar of honey that is EXTREMELY High Quality, Thick, Not overly Sweet & Authentic!Dabur, Patanjali, Royal; there's tons of brands in the Indian Market selling honey but EACH & EVERY one of them is either overtly sweet(hinting towards sugar adulteration), thin & runny.It also seems like the seller is a small entrepreneur who has his own farms and is trying to iutsource it on his own without going through these huge industries/corporations full of scam.Will surely buy hiney from here Again & I urge everyone else to take care of their health and not invest their hard earned money on Fake non-authentic crap that they sell in the stores these days.",5.0,5.0,2021-07-11
Rahul Gaikwad,Best Quality Honey,Best Quality Honey,5.0,5.0,2021-07-11
manojkumar mahavir shah,Nice,Very good,5.0,5.0,2021-07-11
Saurav Anand,Excellent,The flavour is very good. It is a pure and original honey that I have seen after long time. The scent is also too good.,5.0,5.0,2021-07-11
Naveen,Best quality honey,Best honey you can get on market,5.0,5.0,2021-07-11
Munivel,Super,Taste of wild honey super,5.0,5.0,2021-07-10
Poulami Banerjee,Up to the mark,Don't know about the authenticity of the product. But it feels less sweet than the local ones. Bought multiple times. Packaging is good also.,5.0,5.0,2021-07-10
shubham,Must try it once nd sure u will addicted of it😋,,5.0,5.0,2021-07-10
Praveen kumar R,Good,Good,4.0,5.0,2021-07-09
Sarfaraz Siddiqui,Poor quality item sent l. It’s not honey,Have been a customer for more than a year.What you sent this time is NOT honey! It is so thin that it looks like something has been dissolved in water and it has a very foul smell!!REALLY DISAPPOINTED,5.0,5.0,2021-07-09
b,Good,Good,5.0,5.0,2021-07-09
Ravi,White yellow honey.,,1.0,5.0,2021-07-09
Prakash,Disappointed,Its not a pure honey ...if you intake pure honey you can feel good....but its a pure  sugar syrub....waste of money.....First I thought one of the  type of honey.....but its not I'm fully disappointed,1.0,5.0,2021-07-09
Saumya S.,Loved It,Tasty and genuine! Go for it.,5.0,5.0,2021-07-09
SOUMYA S,**Very good packing.. no worries bout package**  I'm happy to receive in good condition,Excellent product! Value for money nd pure natural honey I was searching for raw pure honey when I came across this brand on Amazon. I have seen many brandss of raw honey but I am pretty much impressed by the excellent quality of this Indigenous Honey.. I also did my home tests for checking the quality of the honey and found it very good nd Pure. Definitely I would recommend it to any one who want to lead a healthy natural life. Give it a try and u will never return to local market brands :) I did this detailed review only for those who understand the value of Health :),5.0,5.0,2021-07-07
nee,Changing my review,"Good customer service. I tried purchasing honey online for the first time , as I usually buy from the local market. I found the taste quite different and the smell too. There was a bitter after taste unlike honey. After my feedback, they contacted me and sent me various samples for free. I must say very good customer service, and appreciate their efforts for customer satisfaction. What I did find was not all honey are same in taste and texture.",5.0,5.0,2021-07-07
Nidhi,Tastes real raw honey,Great quality. Tastes real raw honey.,5.0,5.0,2021-07-07
Sarmistha,Is the honey 100% natural?,The viscosity of the product seems not natural.,4.0,5.0,2021-07-07
siva,its not pure honey,"its not pure honey ,too worst quality compare to other honey brands",1.0,5.0,2021-07-07
Saurabh,NEED 1kg option as the product is too good,good product. go for it.In my opinion manufacturer should think of coming up with 1kg jar also :-),4.0,5.0,2021-07-07
TSDF,Ordinary product nothing special,Just like any other honey available in the market nothing feel like organic. Also I have read that it failed NMR test like most of the other brands. There is no point to spend 500 rupees for 500gm.,1.0,5.0,2021-07-07
Vishnu,Go for it...,"It's really a raw honey, no doubt at all you can buy it, you would literally like it as I did.",5.0,5.0,2021-07-07
Promod Mahapatra,Excellent quality,Best quality honey.Product has no issue.Packaging very good.,5.0,5.0,2021-07-07
Sherona Simon Fernandes,Excellent Honey,It has very good taste. Worth it.,5.0,5.0,2021-07-06
Roy,Excellent,Just awesome,5.0,5.0,2021-07-05
Amol Sawant,Awesome puresome honey,Awesome honey.,5.0,5.0,2021-07-05
Visakha kumari,Best Henry,Heny test the best or original product,5.0,5.0,2021-07-04
A. Vijay Prakash,Awesome honey😍,"Guys, really Awesome honey.. Thanks to indigenous ❤😍",5.0,5.0,2021-07-04
J D Agrawal,Excellent quality,Excellent quality. Natural taste,5.0,5.0,2021-07-04
AnimeJP,Not the best but it's good,"I have tried many different brands of honey, 100% pure honey is just impossible. However, this honey is a better choice compared to the other honey brands I have consumed. I assured you that the purity isn't what it has described but it's better than most.",4.0,5.0,2021-07-03
Jagadish Nambiar,Great Product,Value for Money,5.0,5.0,2021-07-03
Amazon Customer,Good,Good quality..,5.0,5.0,2021-07-03
Amazon Customer,Very Authentic,"You will feel that natural authentic honey taste, we used to get years back the minute you taste it.Bit pricy but you get the value for money.",5.0,5.0,2021-07-03
Amazon Customer,Best product,Best products thank u Amazon for this product,5.0,5.0,2021-07-02
siddharth,The best in the market,"I can safely say after trying 8-10 different brands of honey, that this is the best one,Other brands don't even come close to this, they're usually runny and thin so you can tell that they're either diluted or adulterated.But this honey is raw and thick and the taste is authentic and better than any other I have tasted. I have also subscribed for 2 bottles a month for the past 3 months. Go for it, you won't regret it.",5.0,5.0,2021-07-02
Rakhshan Shaheen,Cost kam,"Good honey.I like very much,but costly .",4.0,5.0,2021-07-02
Pathi,Worth every penny,Pure honey...,5.0,5.0,2021-07-01
Shreyas haware,Superb honey,Superb honey..Excellent packagingExcellent taste feel that it is natural and unprocessed.If you are looking for perfect honey just go for it.,5.0,5.0,2021-07-01
MD,Good quality,"Among many tried, this one stands out!",5.0,5.0,2021-07-01
sanjay,Good one,"Got this for my dad, really good one but a little expensive",5.0,5.0,2021-07-01
Mr. Happy,Worth buying,"Bit pricey, but the quality is amazing. I've bought it twice, and probably gonna buy it again in future because it's not always easy to get unadulterated honey locally.",5.0,5.0,2021-07-01
Kamal Ahmad,Packaging is pretty impressive,,5.0,5.0,2021-07-01
rajveer,Yummy..😋,After so long time.. i have tasted original honey.. good taste.. thicker .. thanx for maintaining ginuineness and honesty in your brand.. i hope honesty will be maintaining consistently in future also..,5.0,5.0,2021-06-30
Diwakar,Failed NMR test,"As per lab test by CSE, it has failed NMR test. I request seller to add a picture of the lab teat report in item list page to prove that it has passed NMR test.",1.0,5.0,2021-06-30
Srinivas,Taste and Quality is precisely matched with Natural Honey,,5.0,5.0,2021-06-29
Guru,Everything,Excellent. Value for money..,5.0,5.0,2021-06-29
aman mishra,the real deal,this is the best honey we've tasted in long time.,5.0,5.0,2021-06-29
Krishnavardhan,Real honey. Must buy,"It's totally worth the money. Great taste and consistency. It's real, organic honey. So now buying for the third time.",5.0,5.0,2021-06-29
Varun VYas,Money spent well,"Satisfied with the quality. The seller's services are awesome. Good product. Have done local tests to check the purity. Tried dissolving in water, tried burning it. Its good.",5.0,5.0,2021-06-28
Suvradatta Jena,Great buy best in segment,Go for it best buy.,5.0,5.0,2021-06-28
Dinkar,Original honey,Original honey.. value for money..,5.0,5.0,2021-06-28
Verified customer,"Waste of money , never buy",Honey is very thick just like jaggery syrup and also doesn't taste like honey itself,1.0,5.0,2021-06-28
sanjay verma,its very good quality,i like,5.0,5.0,2021-06-28
NYThinker,Best in the Market,"The best honey our family has ever purchased. From the taste we can know that there is no syrup or sugar added. The package came well secured, along with the information leaflet, certification, etc. Because of the packing, there is no way that the glass jar could’ve been damaged. Very Impressed and glad that the Producers have decided on selling such an authentic product, in an industry where most honey sold are more often than not adulterated . 10/10 recommend ! Glad to support a small business !",5.0,5.0,2021-06-28
Rajesh,Recommend,"I think this is original honey, after so many years I have tasted good quality original honey.",5.0,5.0,2021-06-28
Apy,Very good,Very original tested honey. Really original one.,5.0,5.0,2021-06-28
selvaraj,Super quality. Home Honey. Natural one.,Honey super quality.  Iam  using this regularly.,5.0,5.0,2021-06-28
kapil joshi,Best and pure honey with authentic clinical report. Go for it.,Best and pure honey with the proof of clinical trails. I just loved it. Go for it. Best in price segment. Very good packaging. Every honey bottle has its own report . Just scan the bottle. And feel good,5.0,5.0,2021-06-27
Amazon Customer,Best Honey ever,This is the second time i bought this honey. Its the best honey I ever found so far.,5.0,5.0,2021-06-27
swati gupta,Nice,Nice,5.0,5.0,2021-06-27
Dr. Kalpesh Parmar,Value for money Product.,Honey quality is as per calimed by the Indigenous Honey. Worth buying product.,5.0,5.0,2021-06-27
Amazon Customer,Worth the money,Absolutely genuine product. Very thick and not sugary unlike other honey which is watery and artificially sweetened,5.0,5.0,2021-06-27
Pavithran M,Best,The quality of the honey is best. It is thick and tasty. The product is totally value for money.,5.0,5.0,2021-06-27
Tani,Honey I love U :D,I like their honey. Not only the product is good but their customer service is also f top notch. I know the prices are a bit on the higher side but they surely know how to retain a customer unlike some of the sellers in amazon duping customers now and then. When i bought it for the first time i didnt like the taste and texture but now I really like it. I guess my taste buds made a friendship with the honey and i dont want to break it for them.lol. Just dont increase the price after the good reviews. OK? Rest is fine.,5.0,5.0,2021-06-27
Sabyasachi,Taste it to believe.,Great unadulterated organic honey.,5.0,5.0,2021-06-27
Vasanth,Nice one,Real honey,5.0,5.0,2021-06-27
Mansi,Must buy. Great for your overall health.,Flavor and texture is very good. Worth buying.,5.0,5.0,2021-06-26
3 👑,The best quality honey,I have never seen this type of quality honey . Really awesome. Go for it without hesitation.,5.0,5.0,2021-06-26
Amit Kumar Mandal,Liked it! Must try.,They have various variety of honey available according to the ones need. Must try.,5.0,5.0,2021-06-26
Sanil,High viscous and sweet honey!!!,Received well packed honey jar with a detailed document showing its credibility. The honey received was of high viscosity and was exceptionally sweet. There were several white bubbles inside the jar.All doubts and questions arised in my mind was  clarified as there was detailed documentation provided with the pack.Really hope and pray that the received product is natural raw honey as promised since the honey i have tasted so far is extremely different from this product!!!,4.0,5.0,2021-06-26
Amazon Customer,Nice  organic product.,"It is a nice product, worth for purchasing.",4.0,5.0,2021-06-26
KRISHNA RAO SABAR,Nice,Good product,4.0,5.0,2021-06-25
GPPAIAH,It's simply original and marvelous,A product of pure and original,5.0,5.0,2021-06-25
Sachin N.,Simply Amazing. Got to eat pure honey almost after a decade.,"Just loved the everything about it right from taste to texture, packing, information. Go for it guys. Value for money product.",5.0,5.0,2021-06-25
M P Choudhary,Excellent product though costly.,"Excellent scent and taste, much different from the non organic stuff... It's creators have put in much effort into its making. Price is on the higher side....this honey would be more popular if it's cost could be reduced.",5.0,5.0,2021-06-25
Balaji N H,Yummy honey,Worth buying this pure honey. Yummy,5.0,5.0,2021-06-25
Dina Dhara,Very good,It's flavor is greatThanks,5.0,5.0,2021-06-24
Amazon Customer,Very fresh,Fresh nice flavor nice taste over all over genuine product,5.0,5.0,2021-06-24
Ash,U can try once!,"I must say the packaging was brilliant. Just got delivered now. Earlier i used dabur & saffola honey. I have also tasted real unprocessed raw honey. But that tasted different from this, can't tell the comparison. Tasted so so.",4.0,5.0,2021-06-24
Harsha Vardhan,Best Honey I’ve ever tasted,"Amazing quality. I love the taste and only after trying it, have I realised this is how real honey tastes. I even got a post delivery what’s app message from the company people, regarding my purchase. I really love their commitment to the product. I have already placed an order for a 2nd bottle ;)",5.0,5.0,2021-06-24
Shontu,Very good product.,Very nice authentic honey. Pure raw honey taste. This is highly recommended. Very fresh and nice aroma.,5.0,5.0,2021-06-23
ARGHYA DEY,So-so,Dry thick and extra sweet,4.0,5.0,2021-06-23
parth,"Great Honey, must try","I have been using this honey for a few months now and I have no complaints, certainly feels better than using the other adulterated ones! Already purchased it thrice! It has a subtle taste and not too sweet or strong either! Must try",4.0,5.0,2021-06-23
Nareshkumar Jayachandran,"Very good taste, i will buy next time sure . They satisfy the customers thank you","Very good taste, i will buy next time sure . They satisfy the customers thank you",5.0,5.0,2021-06-23
P. S.,Sugar syrup,Bought seeing high rating but it’s the worst that I’ve ever got. It tastes like sugar syrup. I never have tasted honey (including commercial brands such as Dabur etc.) that taste so sweet. Won’t recommend to anyone and won’t buy again.,1.0,5.0,2021-06-23
Rahul,Nothing special,"This product is hypeNothing special about itUsing Dabur honey and this together, in taste you may not find any diff.Customer service is very goodOverall 3 star",3.0,5.0,2021-06-22
RAVI SHANKAR,Just go for it. It's truly genuine.,Loved this product. I ordered it again and got it delivered today. I don't k ow about other brands but to me I can rely on this product  the cost could be a little lower but it's ok.,5.0,5.0,2021-06-22
Angelin,Worth it,The product is really amazing you should try it,5.0,5.0,2021-06-22
Sajid Alim,Nice delivery,Very excellent product and likewise Package was beautiful and excellent no question of breaking,5.0,5.0,2021-06-22
Amazon Customer,perfect,the product came with all the details of how the honey should be and from where it is like 2-3 pages of details.. loved it nd it tastes good too go for it,5.0,5.0,2021-06-21
Gayathri,Natural honey,I like very much,5.0,5.0,2021-06-21
manu pratap,The honey,Finally the honey I m looking for a long time...,5.0,5.0,2021-06-21
Shriram Nishanth,Worth buying,Loved it,5.0,5.0,2021-06-20
Aakanksha,Its okay,Its okay,4.0,5.0,2021-06-20
Indrajith,Original Honey.,"The packaging was good. Only 500 ml is available.. it could be better they provide 1 ltr bottle. No doubt, Its original honey. Go for it..",5.0,5.0,2021-06-19
Mrutyunjaya hota,If purity had brand then this is the one,Original pure tast honey you can go for it if you want that purity original honey.,5.0,5.0,2021-06-19
Amazon Customer,Enjoyed it!,Very good flavour as expected of natural honey,5.0,5.0,2021-06-18
Amazon Customer,Good,Good,4.0,5.0,2021-06-18
Amazon Customer,Very Good Honey !,Very Good Honey !,5.0,5.0,2021-06-18
Shikha Rathi,Good quality honey,It was a good value for my money. The honey was not only delicious but well packed. The seller attached a script with details on honey which was very informative.,5.0,5.0,2021-06-18
Pooja,I loved it,I just loved the honey. Before this one I was using Forever company's honey and I thought no other honey can beat that but I was wrong it was as good as that honey.,5.0,5.0,2021-06-18
kashish jain,Amazing,Best organic Raw Honey,5.0,5.0,2021-06-18
Amazon Customer,"Pure, raw honey",Excellent honey,5.0,5.0,2021-06-18
umesh,Very nice and Natural Honey,"Nice flavor, value for money",5.0,5.0,2021-06-18
Tomba T.,Best honey I have ever tasted.,I like it so much.,5.0,5.0,2021-06-17
BoOtham,Perfect Okay ..!!,Go for it .. This is pure honey ...Those who are complaining about the taste is different from other brands are giving their genuine review ... This Indigenous honey will taste different than other brands because it is almost pure ... I personally have gone through many brands before and this is the first time i got what they promised .... Honey can be made by giving the honey bees sugar syrup instead of nectar from flowers and that too will look genuine ... But that is the taste most people are really used to ... And that is why the critic reviews are all about taste and other stuffs like tests and all ...I'm from Kerala and I have friends in the forest areas of Kerala.. So i have collected honey from them many times and this is the first time i get the same flavour from a branded honey ...,5.0,5.0,2021-06-17
Santhosh Kumar,Value for money,This is very good honey.definitely organic and the taste is like no other,5.0,5.0,2021-06-17
ashish,Super ....original honey 🍯,"Very original, very tasty....Super...but price range is high. Pl lower down price.",5.0,5.0,2021-06-16
krishnakumar ap,Purity,Excellent product,5.0,5.0,2021-06-16
Shakir Ghate,Best Honey I have ever tested,"It's the best honey to buy in market. VFM, excellent consistency. Go for it",5.0,5.0,2021-06-16
Deepti,Best honey in town,Amazing quality and taste,5.0,5.0,2021-06-16
Math_Myth,"Genuine, Natural and Premium quality of Honey","No added sugar.. Nothing like added flavored. Just natural, row, and pure honey. NMR test is Cherry on the top.:)Completely satisfied with the product and quality of service. :)",5.0,5.0,2021-06-16
Karthik Himayavaramban,Finest one !,"Best to buy, must one to keep everyone at their home.",4.0,5.0,2021-06-16
Gaurav S.,Good Quality Honey,This is by far the best honey I have had. I would definitely recommend it.,5.0,5.0,2021-06-16
shobhit rohatgi,Best quality honey,This is one of the best honey.,5.0,5.0,2021-06-16
Ajayachathru Sivanuchamy,Original,Pure 🙌,5.0,5.0,2021-06-16
archit b.,Not 100% pure,Attached NMR TEST Reports are not maching with the batch no. There is no clear reports available. And there is no honey of Indian brand available in the market who's all samples passed NMR test. Nothing special it's same as other honey brands available in the market.,1.0,5.0,2021-06-15
Amazon Customer,Excellent,Very nice,5.0,5.0,2021-06-15
Amazon Customer,Very good!!!!!,Honey is very good,5.0,5.0,2021-06-15
Amazon Customer,Best honey,"I liked it the most. Based on several purchases of honey from different vendors, this one is the best honey. I loved it",5.0,5.0,2021-06-15
Gulab Khan,Indigenous Honey  'Value for money',I was searching pure Honey & finally i got in Amazon. INDIGENOUS HONEY flavor is very good.,5.0,5.0,2021-06-14
Jyoti_Amazon_User,one of the best honeys i've tasted,"This honey has a great taste, good density . Recommended!",5.0,5.0,2021-06-14
Amazon Customer,Nice One,Pure,5.0,5.0,2021-06-14
Amazon Customer,It smells and taste like real honey.,It smells and taste like real honey. It was very nicely packed and the customer support is really good.,5.0,5.0,2021-06-14
Amey Naik,The Best among the Rest!!!,"This Honey is a gem of a product! The best among all the brands I have tried! Be it nature's nectar, Dabur Honey organic, Safola Honey, Lions Honey, etc. None of the products beats the quality,taste and thickness of this product! The most genuine and flawless Honey currently available in the market and that to directly comes with a NMR certificate!!Super amazing product! Thank you so much Indigenious Honey!",5.0,5.0,2021-06-14
Jatinder,Purest honey I have ever used!,Best honey in its purest form. Safe delivery in insulated thermocol shock proof box.,5.0,5.0,2021-06-14
Anil Kumar,Original/Natural taste,"Yeah, taste is original only, I had already tasted real honey from Tree which is very similar.No second thought go for it.",5.0,5.0,2021-06-14
KAMARUDEEN MOHAMED,Original Honey Products,Good quality product. Original.,5.0,5.0,2021-06-14
Tapan n.,You have seen the crowd now meet the leader....,Its superb taste,5.0,5.0,2021-06-14
MADHVENDRA SUNDERAM,Please go for it,गजब का प्रोडक्ट हैइसे एक मौका जरूर देखासियतसेलर सीधे आपसे contact कर के प्रोडक्ट स्टेटस देते हैऐसी पैकेजिंग तो देखी ही नहीपैकेजिंग तो गजब ही है,5.0,5.0,2021-06-14
Rahul v.,Raw Honey,Best worthy to buy,5.0,5.0,2021-06-14
viswanathan,"Good, and worthful product",Always indigenous honey all brands are original 👍. Superb.,5.0,5.0,2021-06-14
kanchan,"Amazing, Authentic and Costly","Amazing texture, thick, hive like formation under water, doesnt dilute, sweet with tint, has white froth just like fermentation. Its raw and original. Writing this after tasting around 5-6brands of honey. But too costly.",5.0,5.0,2021-06-13
Biswajit Adhikari,Excellent,Like,5.0,5.0,2021-06-13
Amit Debnath,Nice,Nice,4.0,5.0,2021-06-13
Ajay D,Excellent packing,Good package Nice product,5.0,5.0,2021-06-13
Mitrra,Very satisfied,Nice flavor though a little different.dense and thick texture. Very good quality.Value for money . And the seller is super supportive and helpful.,5.0,5.0,2021-06-13
